lemma	top	first_tag
seasickness	B	B2-/M5
seaside	W	W3/M4
season	T	T1.3
seasonable	T	T1.2/A1.2
seasonal	T	T1.3
seasonality	T	T1.3
seasonally	T	T1.3
seasoned	T	T3+/A2.1
seasoning	F	F1
seat	H	H5
seat-belt	M	M3
seated	M	M8
seater	H	H5/N5
seating	M	M2
seaweed	L	L3
seaworthy	M	M5
sec	T	T1.3
secateurs	O	O2/F4
secede	S	S5
secession	A	A6.1-/A2.1
secessionist	G	G1.2/S2mf
secessionists	G	G1.2/S2mf
seclude	A	A10
secluded	A	A10
seclusion	A	A10
second	N	N4
second-best	A	A5.1
second-biggest	N	N3.2
second-class	A	A5.1
second-floor	H	H2
second-guessing	Q	Q2.2
second-hand	T	T3
second-in-command	S	S7.1
second-largest	N	N3.2
second-stage	N	N4
secondarily	N	N4
secondary	A	A11.1
seconded	M	M2/I3.1
secondhand	T	T3
secondly	N	N4
secondment	S	S5/T1.3
seconds	P	P1
secrecy	A	A10
secret	A	A10
secretarial	I	I2.1
secretariat	S	S7.1
secretary	I	I3.2/S2mf
secrete	B	B1
secretion	O	O1.2
secretive	A	A10
secretly	A	A10
secrets	A	A10
sect	S	S5+c
sectarian	S	S9/A6.1
sectionalise	A	A1.1.1/N5.1
sectionalised	A	A1.1.1/N5.1
sectioned	O	O4.1
sectionised	A	A1.1.1
sector	A	A4.1
sectoral	I	I4
secular	S	S9
secure	A	A7
secured	A	A9
securely	A	A1.7
securing	A	A1.7
security	G	G2.1
sedan	M	M3
sedans	M	M3
sedate	E	E3
sedated	B	B3
sedentary	M	M8
sediment	O	O1.1
seditious	G	G2.1
seduce	S	S3.2
seduced	S	S3.2
seducing	S	S3.2
seduction	S	S3.2
seductive	S	S3.2
seductively	O	O4.2
seductiveness	S	S3.2
see	S	S9/M7
see-through	O	O4.3
seed	L	L3
seed-stage	N	N4/I2.1
seedling	L	L3
seedlings	L	L3
seeds	L	L3
seedy	O	O4.2
seeing	X	X3.4
seek	X	X2.4
seeker	X	X2.4/S2mf
seekin'	X	X2.4
seeking	X	X2.4
seem	A	A8
seeming	A	A8
seemingly	A	A8
seems	A	A8
seen	X	X3.4
seep	M	M1
seepage	O	O1.2/M1
seer	S	S9/S2mf
sees	X	X3.4
seesaw	K	K6
seethe	E	E3
seething	E	E3
segment	N	N5.1
segmentalise	A	A1.1.1
segmentation	A	A1.1.1
segmented	O	O4.1
segregate	A	A6.1
segregated	A	A6.1
segregation	A	A6.1
segue	K	K3
segued	K	K3
segueway	K	K3
segway	K	K3
segways	K	K3
seige	G	G3
seize	A	A9
seized	A	A9
seizure	A	A9
seldom	N	N6
select	X	X7+/A5.1
selected	X	X7
selecting	X	X7
selection	X	X7
selective	X	X7
selectively	X	X7
selectivity	X	X7
selector	X	X7+/S2mf
selectors	X	X7+/S2mf
self	S	S5
self-	S	S5
self-acceptation	S	S1.2.3
self-achievement	X	X9.2
self-actualisation	X	X9.2
self-appointed	S	S5-/S7.1
self-appraisal	A	A5/S5
self-assessing	A	A5/S5
self-assessment	A	A5/S5
self-aware	S	S1.2
self-belief	S	S1.2.3
self-book	A	A9+/Q2.2
self-calculate	N	N2/S5
self-catering	F	F1/S5
self-centred	S	S1.2.3
self-completion	T	T2
self-confidence	S	S1.2.3
self-confident	S	S1.2.3
self-conscious	S	S1.2.3
self-consciousness	X	X1
self-contained	N	N5.1
self-contradictory	A	A5.2
self-control	E	E1/A1.7+/S1.2
self-critical	X	X2.4
self-criticism	E	E2-/S1.2
self-defeating	X	X9.2
self-defence	E	E3
self-deprecation	A	A5.1
self-depreciating	A	A5.1
self-destruct	A	A1.1.2
self-determination	S	S5
self-development	A	A5.1+/S5
self-directed	M	M6/Q2.2/S5
self-discipline	A	A1.7
self-disclosure	A	A10
self-echoed	X	X2.4
self-effacing	S	S1.2.3
self-electing	G	G1.2/X7+/S5
self-employ	I	I3.1/S5
self-employed	I	I3.1/S5
self-employment	I	I3.1/S5
self-enquiring	Q	Q2.2
self-esteem	S	S1.2.3
self-evaluate	X	X2.4/A5/S5
self-evaluation	A	A5/S5
self-evident	A	A10
self-explanatory	A	A7
self-exploit	A	A1.5.1/S5
self-expression	Q	Q2.1
self-financing	I	I1/S5
self-funded	I	I1.1
self-gratifying	E	E4.2+/S5
self-handicapping	A	A5.1
self-harming	E	E4.1-/S5
self-help	S	S8
self-image	O	O4.1/X2.1
self-improvement	A	A5.1+/S5
self-indulgence	E	E2
self-inflicted	B	B2-/X7
self-interest	S	S1.1.2
self-interested	S	S1.2.3
self-knowledge	X	X2.2+/S5
self-learning	X	X2.3
self-loathing	E	E2-/S5
self-made	X	X9.2+/S5
self-management	S	S7.1+/S5
self-medicate	B	B3/S5
self-motivated	X	X5.2
self-opinionated	X	X2.1/A2.1
self-perceived	X	X4.1
self-perceptions	X	X4.1
self-perpetuating	T	T2
self-policing	G	G2.2/S5
self-pollinating	L	L3/S5
self-possessed	E	E3
self-proclaimed	Q	Q2.2
self-promoter	Q	Q2.2/S2mf
self-propelled	M	M1
self-protection	S	S8+/A15
self-publicist	Q	Q2.2/S2mf
self-published	Q	Q4/S5
self-raising	F	F1
self-recommendation	Q	Q2.2/S5
self-reflection	X	X2.1/S5
self-reflective	X	X2.1/S5
self-reflexive	X	X2.1/S5
self-reflexivity	X	X2.1/S5
self-regulating	A	A1.7-/G1.1
self-reinforcing	A	A2.1/S5
self-reliance	S	S5
self-reliant	S	S1.2.5
self-reported	Q	Q2.2
self-respect	S	S7.2
self-restraint	A	A1.7+/S1.2
self-running	A	A1.1.1/S5
self-sacrifice	S	S1.2.3
self-same	A	A6.1
self-satisfaction	E	E4.2+/S5
self-satisfied	S	S1.2.3
self-select	X	X7
self-selected	X	X7
self-selection	X	X7+/S5
self-selective	X	X7+/S5
self-service	S	S8+/S5
self-settlement	S	S5-/M7
self-standing	S	S5
self-stigmatisation	A	A5.1
self-study	X	X2.3
self-sufficiency	S	S5
self-sufficient	S	S5
self-supporting	I	I1.1
self-sustaining	S	S5
self-taught	P	P1/S5
self-teaching	X	X2.3
self-worth	A	A5.1
selfconscious	S	S1.2.3
selfish	S	S1.2.3
selfishly	S	S1.2.3
selfishness	S	S1.2.3
selfless	S	S1.2.3
selfsame	A	A6.1
sell	I	I2.2
sell-out	I	I2.2/N5.1
sellable	I	I2.2
seller	I	I2.2/S2mf
selling	I	I2.2
selves	Z	Z8
semantic	Q	Q3
semantically	Q	Q3
semantics	Q	Q3
semaphore	Q	Q1.1
semblance	A	A8
semen	B	B1
semester	T	T1.3/P1
semi	A	A13.4
semi-approachable	S	S1.2.1
semi-attractive	O	O4.2
semi-automated	A	A1.1.1/S5
semi-boot	B	B5
semi-boots	B	B5
semi-central	A	A11.1
semi-centre	M	M6
semi-circle	O	O4.4
semi-circular	O	O4.4
semi-colonial	M	M7/S7.1
semi-comic	E	E4.1
semi-conductor	O	O1.1
semi-cubicle	H	H2
semi-custom	A	A1.2+/A2.1
semi-detached	H	H1
semi-final	T	T2
semi-formal	S	S1.2.1
semi-good	A	A5.1
semi-hypothermic	B	B2
semi-intelligent	X	X9.1
semi-involved	A	A1.8
semi-lunar	O	O4.4
semi-official	G	G1.1/N5.1
semi-permanent	T	T2
semi-professional	I	I3.2+/S2mf
semi-professionally	I	I3.2
semi-professionals	I	I3.2+/S2mf
semi-retire	I	I3.1
semi-retired	I	I3.1
semi-rural	F	F4/M7
semi-script	K	K4
semi-skilled	X	X9.1
semi-skimmed	O	O4.1
semi-structured	Y	Y2
semi-support	S	S8
semi-supporting	S	S8
semi-synthetic	O	O4.1
semi-tissue	B	B1
semi-uniform	A	A6.1
semicircle	O	O4.4
semiconductor	O	O3
semilunar	O	O4.4
seminal	A	A11.1
seminar	P	P1
seminar-basis	P	P1
seminar-by-seminar	P	P1
seminar-mates	S	S2mf/P1
seminar-style	P	P1
seminarian	S	S9/S2mf
seminars	P	P1
seminary	S	S9/P1c
semiquaver	K	K2
semolina	F	F1
send	M	M2
sender	M	M2/S2mf
senders	M	M2/S2mf
sending	M	M2
senile	T	T3
seniority	S	S7.1
sensation	X	X3
sensational	X	X5.2
sensationalise	N	N5.2+/Q2.1
sensationalism	N	N5.2
sensations	X	X3
sense	X	X3
sense-making	X	X2.5
senseless	S	S1.2.6
sensibilities	E	E1
sensibility	X	X3
sensible	S	S1.2.6
sensibly	S	S1.2.6
sensitive	X	X2.5+/E1
sensitive-guy	E	E6-/S2m
sensitively	X	X2.5+/E1
sensitivities	X	X2.5+/E1
sensitivity	X	X2.5+/E1
sensor	O	O3
sensual	S	S3.2
sent	M	M2
sentence	Q	Q3
sentencing	G	G2.1
sentiment	E	E1
sentimental	E	E1
sentimentalist	S	S1.2.5-/S2mf
sentimentality	E	E1
sentiments	E	E1
sentry	G	G3/S2mf
separate	A	A6.1
separated	S	S3.1
separately	A	A6.1
separating	A	A6.1
separation	A	A6.1
separatism	G	G1.2
separatist	G	G1.2
separatists	G	G1.2/S2mf
separator	A	A6.1-/O2
separators	A	A6.1-/O2
seperate	B	B5
seperates	B	B5
septic	B	B2
septicaemia	B	B2
septum	B	B1
sepulcher	H	H1/L1
sepulchers	H	H1/L1
sepulchre	H	H1/L1
sepulchres	H	H1/L1
sequel	N	N4
sequence	N	N4
sequencing	N	N4
sequential	N	N4
sequentially	N	N4
sequester	A	A9+/G2.1
sequestered	A	A9+/G2.1
sequestering	A	A9+/G2.1
sequestration	A	A9+/G2.1
sequin	O	O2
sequined	O	O4.1
sequins	O	O2
sera	T	T1.1.3
sere	O	O1.2
serenade	K	K2
serendipitous	X	X7
serene	E	E3
serenity	E	E3
sergeants	G	G3/S7.1+/S2mf
serial	N	N4
series	N	N4c
serif	Q	Q1.2
serious	A	A11.1
seriously	A	A13.3
seriousness	A	A11.1
sermon	S	S9/Q2.2
sermonette	Q	Q2.2/S9
sermons	Q	Q2.2/S9
serotonin	O	O1
serous	B	B1
serpent	L	L2
serpent-like	L	L2
serpents	L	L2
serrated	O	O4.4
serried	N	N5
serum	B	B1
servant	S	S7.1-/S2mf
servants	S	S7.1-/S2mf
serve	K	K5.1
served	S	S8
server	F	F1/S2mf
servers	Y	Y2
servery	F	F1/H2
serves	K	K5.1
service	S	S8
service-based	I	I2.2
service-wise	S	S8+/I2.2
serviceable	A	A1.2
serviceman	G	G3/S2.2m
servicemen	G	G3/S2.2m
servicer	A	A1.1.1/S2mf
services	S	S8
servicing	A	A1.1.1
serviette	B	B5
serviettes	B	B5
servile	S	S7.1
servility	S	S7.1
serving	S	S8
servitude	S	S7.1
sesame	L	L3
session	T	T1.3
sessional	T	T1.3
set	N	N5
set-meeting	S	S1.1.3
set-out	S	S7.1
set-piece	X	X7
set-up	X	X4.2
setback	S	S8
sets	M	M2
settee	H	H5
setter	L	L2mfn
setters	L	L2mfn
setting	M	M2
setting-up	M	M2
settle	M	M8
settled	M	M8
settlement	M	M7
settler	M	M7/S2mf
settling	M	M8
setup	X	X4.2
seulement	A	A14
seven	N	N1
seven-figure	N	N1
seven-fold	N	N5
seven-month	T	T1.3
seven-year-olds	T	T3
sevenish	T	T1.2
sevens	K	K5.1
seventeen	N	N1
seventeen-year-old	T	T3-/S2mf
seventeen-year-olds	T	T3-/S2mf
seventh	N	N1
seventies	T	T1.3
seventy	N	N1
seventy-eight	M	M1
sever	A	A1.1.1
several	N	N5
severally	A	A6.1
severance	I	I3.1
severe	A	A5.1
severed	A	A1.1.1
severely	A	A5.1
severest	A	A5.1
severing	A	A1.1.1
severity	A	A5.1
severs	A	A1.1.1
sew	C	C1
sewage	O	O1.2/O4.2
sewer	B	B4/H2
sewerage	B	B4
sewers	B	B4/H2
sewing	C	C1
sewn	C	C1
sex	S	S2
sex-life	S	S3.2
sexism	S	S2/S1.2.3
sexist	S	S2mf
sexologist	S	S3.2/S2mf
sextant	O	O2
sextet	K	K2
sexual	S	S3.2
sexualised	S	S3.2
sexuality	S	S3.2
sexually	S	S3.2
sexy	S	S3.2
sh	Z	Z4
sha	T	T1.1.3
shabbily	O	O4.2
shabby	O	O4.2
shack	H	H1
shackle	A	A1.7
shackles	A	A1.7
shade	O	O4.3
shaded	O	O4.3
shades	O	O4.3
shading	A	A10
shadowed	O	O4.3
shadowing	O	O4.3
shadows	O	O4.3
shadowy	O	O4.1
shady	G	G2.2
shag	S	S3.2/B1
shagging	S	S3.2/B1
shake	M	M2
shake-up	A	A2.1
shaken	M	M2
shakeout	I	I2.1/S7.3
shakily	M	M1
shaking	M	M2
shakra	S	S9
shakras	S	S9
shaky	M	M1
shall	T	T1.1.3
shallot	L	L3
shallow	W	W3/M4
shallowly	N	N3.3+/A2.1
shallows	W	W3/M4
shalt	T	T1.1.3
sham	A	A5.4
shamble	O	O4.2
shambles	O	O4.2
shame	G	G2.2
shamed	G	G2.2
shamefaced	G	G2.2
shameful	G	G2.2
shamefully	G	G2.2
shameless	G	G2.2
shamelessly	G	G2.2
shamming	A	A5.4
shampoo	B	B4
shampooing	B	B4
shamrock	L	L3
shandy	F	F2
shank	B	B1/L2
shansi	Z	Z2
shanties	K	K2
shantung	Z	Z2
shanty	H	H4
shao-ch'i	Z	Z1
shaped	O	O4.4
shapeless	O	O4.4
shapely	O	O4.2
shaping	O	O4.4
shards	A	A1.1.2
share	S	S1.1.2
shared	S	S1.1.2
shared/divide	S	S1.1.2
shared/divided	S	S1.1.2
shareholder	I	I1.1/S2mf
shareholding	I	I1.1
shareholdings	I	I1.1
shares	S	S1.1.2
sharing	S	S1.1.2
sharkish	S	S1.2.2
sharp	O	O4.4
sharp-faced	O	O4.1
sharp-looking	O	O4.2
sharp-witted	X	X9.1
sharpen	A	A1.1.1
sharpened	O	O4.4
sharpener	O	O2
sharpening	A	A1.1.1
sharper	O	O4.4
sharpest	O	O4.4
sharply	O	O4.4
sharpness	O	O4.4
shatter	A	A1.1.2
shatter-proof	A	A1.1.2
shattered	A	A1.1.2
shattering	A	A1.1.2
shatters	A	A1.1.2
shave	B	B4
shaved	B	B4
shaven	B	B4
shaver	B	B4
shaving	B	B4
shawl	B	B5
shawls	B	B5
she	Z	Z8f
sheaf	Q	Q1.2/N5
shear	A	A1.1.1
shearing	A	A1.1.1
shears	O	O2
sheath	O	O2
shebang	A	A1.1.1
shed	M	M2
shedding	M	M2
sheddy	O	O4.2
sheds	H	H1
sheen	O	O4.1
sheep	L	L2mfnc
sheep-shearing	F	F4
sheepdog	L	L2mfn
sheepish	E	E1
sheepishly	S	S1.2.3
sheer	M	M6
sheet	B	B5
sheeting	O	O2
sheets	B	B5
shelf	H	H5
shelf-life	T	T1.3
shellfish	F	F1
shelling	G	G3
sheltered	A	A10
shelters	H	H1/A10
shelve	A	A1.9
shelves	H	H5
shelving	H	H5
shen	Z	Z1
sheng	Z	Z1
shensi	Z	Z1
shepherd	F	F4/S2mf
shepherdess	F	F4/S2.1f
shepherdesses	F	F4/S2.1f
sheriffs	G	G2.1/S2mf
shh	Z	Z4
shiatsu	B	B3
shield	S	S8+/A15
shielded	S	S8+/A15
shift	M	M2
shifter	M	M1/S2mf
shifters	O	O2
shifting	M	M2
shiftwork	I	I3.1/T1.3
shifty	G	G2.2
shih	Z	Z1
shilling	I	I1
shillings	I	I1
shimmer	O	O4.3
shimmering	W	W2
shindig	K	K1/S1.1.3+c
shine	W	W2
shiner	B	B2
shingle	W	W3
shingles	B	B2
shining	A	A5.1
shinning	M	M1
shins	B	B1
shiny	O	O4.2
ship	M	M4fn
shipbuilder	M	M4/S2mf
shipbuilding	M	M4/I4
shipman	M	M4/S2mf
shipmate	M	M4/S2mf
shipment	N	N5
shipped	M	M2
shipper	M	M2/S2mf
shippers	M	M2/S2mf
shipping	M	M2
ships	M	M4fn
shipshape	O	O4.2
shipwreck	M	M4
shipwrecked	M	M4/A1.1.2
shipwrecks	M	M4
shipyard	M	M4/M7c
shipyards	M	M4/M7
shire	M	M7
shirk	A	A1.9
shirt	B	B5
shirts	B	B5
shirtsleeve	B	B5
shirtsleeves	B	B5
shirty	E	E3
shit	B	B1
shite	O	O4.2
shithouse	B	B4/H1
shitless	E	E5
shitty	O	O4.2
shiver	B	B1
shivering	B	B1
shivers	B	B1
shivery	B	B2
shoal	L	L2
shock	E	E5
shocked	E	E5
shocker	E	E5
shocking	E	E5
shocks	E	E5
shod	B	B5
shoddiness	O	O4.2
shoddy	A	A5.1
shoe	B	B5/L2
shoeboxy	N	N3.2
shoelace	B	B5
shoelaces	B	B5
shoemaker	B	B5/S2mf
shoes	B	B5
shoestring	I	I1/N5
shoo	Z	Z4
shook	M	M2
shoot	K	K5.1
shoot-out	G	G3
shooter	G	G3
shooting	G	G3
shoots	G	G3
shop	I	I2.2
shop-keeper	I	I2.2/S2mf
shop-keepers	I	I2.2/S2mf
shop-lift	G	G2.1
shop-lifting	G	G2.1
shopaholic	I	I2.2/X5.2
shopkeeper	I	I2.2/S2mf
shoplift	G	G2.1
shoplifter	G	G2.1-/S2mf
shoplifters	G	G2.1-/S2mf
shoplifting	G	G2.1
shopped	G	G2.1
shopper	I	I2.2/S2mf
shopping	I	I2.2/O2
shopping-centre	I	I2.2/M7
shops	I	I2.2/H1
shore	W	W3/M4
shores	W	W3/M4
short	T	T1.3
short-cake	F	F1
short-change	I	I1.3
short-changed	I	I1.3
short-circuit	O	O3
short-circuited	O	O3
short-cut	N	N3.8
short-haired	O	O4.1
short-list	I	I3.1
short-lived	T	T1.3
short-range	G	G3
short-sighted	B	B2-/X3.4
short-sightedness	B	B2-/X3.4
short-sleeved	B	B5
short-staffed	N	N5-/S2
short-tempered	E	E3
short-term	T	T1.3
shortage	N	N5
shortages	N	N5
shortcoming	A	A5.1
shortcomings	A	A5.1
shortcut	N	N3.8
shorten	N	N3.7-/A2.1
shortened	N	N3.7-/A2.1
shortening	N	N3.7-/A2.1
shortens	N	N3.7-/A2.1
shorter	T	T1.3
shortest	T	T1.3
shortfall	N	N5
shorthand	Q	Q1.2
shorthand-typist	Q	Q1.2/S2mf
shortie	N	N3.7
shortish	T	T1.3
shortlist	I	I3.1
shortlisted	I	I3.1
shortly	N	N3.8
shortness	T	T1.3
shorts	B	B5
shortstop	K	K5.1/S2mf
shot	G	G3
shot-blasted	O	O4.1
shotgun	G	G3
shots	G	G3
should	S	S6
shoulder	M	M2
shoulder-blade	B	B1
shoulder-bone	B	B1
shoulder-length	N	N3.7
shouldered	M	M2
shoulders	B	B1
shout	Q	Q2.2/X3.2
shouted	Q	Q2.2/X3.2
shouting	Q	Q2.2/X3.2
shouts	Q	Q2.2/X3.2
shove	M	M2
shoved	M	M2
shovel	A	A1.1.1
show	A	A10
show-case	A	A10
show-shirt	B	B5
show-stopper	O	O4.2
showbiz	K	K4
showcard	K	K1/O2/Q1.1
showcase	A	A10
showdown	E	E3
showed	A	A10
shower	A	A9+/N5
showering	A	A9+/N5
showers	A	A9+/N5
showing	Q	Q4.3
showman	K	K4/S2.2m
shown	A	A10
showpiece	A	A10
showroom	I	I2.2/H2
shows	A	A8
showy	S	S1.2.3
shrank	N	N3.2-/A2.1
shrapnel	G	G3
shread	A	A1.1.1
shred	A	A1.1.1
shreds	A	A1.1.2
shrew	L	L2mfn
shrewd	X	X9.1
shrewdly	X	X9.1
shrewdness	X	X9.1
shrewish	E	E3
shrewishly	E	E3
shrewishness	E	E3
shrews	L	L2mfn
shriek	Q	Q2.2/X3.2
shrieke	Q	Q2.2
shrieking	Q	Q2.2/X3.2
shrieks	Q	Q2.2/X3.2
shril	X	X3.2
shrill	E	E2-/X3.2
shrill-sounding	E	E2-/X3.2
shrilling	X	X3.2
shrimp	L	L2mfnc
shrimpish	N	N3.2
shrine	S	S9
shrink	N	N3.2-/A2.1
shrink-wrap	O	O1.1
shrinkage	N	N3.2-/A2.1
shrinking	N	N3.2-/A2.1
shrinks	N	N3.2-/A2.1
shrivel	A	A1.1.2
shrivelled	A	A1.1.2
shroud	A	A10
shrouded	A	A10
shrouds	A	A10
shrub	L	L3
shrubs	L	L3
shrug	M	M1
shrugging	X	X5.2-/A1.1.1
shrugs	X	X5.2-/A1.1.1
shrunk	N	N3.2-/A2.1
shuch	B	B5
shudder	E	E1/B1
shuddering	E	E1/B1
shuffle	M	M1
shuffled	M	M1
shuffling	M	M1
shui	S	S9
shun	S	S1.2.1
shunned	S	S1.2.1
shuns	S	S1.2.1
shunt	M	M2
shut	A	A10
shut-down	T	T2
shut-eye	B	B1
shutdown	T	T2
shute	O	O2
shutter	A	A10
shutters	H	H5
shutting	A	A10
shuttle	M	M3fn
shuttlecock	O	O2
shuttles	M	M1
shy	E	E5
shyly	E	E5
shyness	E	E5
sibling	S	S4mf
siblings	S	S4mf
sic	Z	Z5
sick	B	B2
sicken	B	B2
sickened	B	B2
sickening	B	B2
sickens	B	B2
sicker	B	B2
sickest	B	B2
sickle	O	O2/F4
sickliness	B	B2
sickly	B	B2
sickness	B	B2
sicky	B	B5
side	A	A4.1
side-table	H	H5
side-track	X	X5.1
side-tracked	X	X5.1
sideboard	H	H5
sidecar	M	M3
sided	O	O4.4
sideline	A	A11.1-/A2.1
sidelines	A	A11.1
sideroad	M	M7
sideshows	K	K4
sidestep	A	A1.9
sidewalk	M	M3/H3
siding	M	M3/M7
sidle	M	M1
siege	G	G3
siesta	B	B1
sieve	A	A1.1.1
sift	A	A1.1.1
sifting	A	A1.1.1
sifts	A	A1.1.1
sig	K	K2/Q4.3
sigh	Q	Q2.2/X3.2
sigher	E	E4.1-/S2mf
sighers	E	E4.1-/S2mf
sighing	Q	Q2.2/X3.2
sighs	Q	Q2.2/X3.2
sight	X	X3.4
sight-see	K	K1
sight-seeing	K	K1
sightly	A	A13.5
sights	X	X3.4
sightsee	K	K1
sightseeing	K	K1
sign	Q	Q1.1
signage	Q	Q1.2
signal	Q	Q1.1
signaling	Q	Q1.1
signaller	Q	Q1.1/S2mf
signalling	Q	Q1.1
signatory	Q	Q1.2/S2mf
signature	Q	Q1.2
signboard	Q	Q1.2
signed	Q	Q1.2
significance	A	A11.1
significant	A	A11.1
significantly	A	A11.1
signifies	Q	Q1.1
signify	Q	Q1.1
signifying	Q	Q1.1
signing	Q	Q1.2
signpost	Q	Q1.2/M6
signs	Q	Q1.1
silage	O	O1.2
silence	X	X3.2
silencing	X	X3.2
silent	X	X3.2
silently	X	X3.2
silhouette	O	O4.4
silicon	O	O1.1
silicon-based	O	O1.1
silicone	O	O1
silk	O	O1.1
silken	O	O4.5
silks	O	O1.1
silkworm	L	L2
silky	O	O4.5
sill	H	H5
silliest	S	S1.2.6
sillily	S	S1.2.6
silliness	S	S1.2.6
silly	S	S1.2.6
silt	A	A10
silted	A	A10
silversmith	C	C1/S2mf
silversmiths	C	C1/S2mf
silverware	O	O2
silvery	O	O4.1
sim	Z	Z5
simesta	T	T1.3/S9
similar	A	A6.1
similar-minded	A	A6.1+/X2.1
similar-sounding	A	A6.1+/X3.2
similarities	A	A6.1
similarity	A	A6.1
similarly	A	A6.1
simile	Q	Q3
similes	Q	Q3
similitude	A	A6.1
simmer	F	F1
simpatico	A	A6.1
simper	E	E4.1+/S1.2.6
simpering	E	E4.1+/S1.2.6
simple	A	A12
simpleness	A	A12
simpler	A	A12
simplest	A	A12
simpleton	X	X9.1-/S2mf
simplicity	A	A12
simplification	A	A12+/A2.1
simplified	A	A12+/A2.1
simplifies	A	A12+/A2.1
simplify	A	A12+/A2.1
simplifying	A	A12+/A2.1
simplistic	A	A12
simplistically	A	A12
simply	A	A13.6
simulate	A	A6.1
simulated	A	A6.1
simulating	A	A6.1
simulation	A	A6.1
simultaneous	T	T1.1.2
simultaneously	T	T1.1.2
sin	G	G2.2-/S9
since	Z	Z5
sincere	A	A5.4
sincerely	A	A5.2
sincerity	A	A5.4
sinecure	A	A1.1.1
sinew	B	B1
sinews	B	B1
sinewy	O	O4.1/S1.2.5
sinful	G	G2.2
sinfully	G	G2.2
sing	K	K2
sing-song	X	X3.2
singe	O	O4.6
singeing	O	O4.6
singer	K	K2/S2mf
singing	K	K2
single	A	A4.2
single-click	Y	Y2
single-handed	S	S5
single-minded	X	X7+/X6
single-mindedly	X	X7+/X6
single-sided	Y	Y2
singleness	S	S3.2
singles	K	K3
singly	N	N5
sings	K	K2
singular	N	N5
singularities	A	A6.2
singularity	A	A6.2
singularly	A	A13.3
sinister	G	G2.2
sink	M	M1
sinking	M	M1
sinks	M	M1
sinner	G	G2.2-/S2mf
sins	G	G2.2-/S9
sinuous	O	O4.1
sinus	B	B1
sip	F	F2
siphon	M	M2
siphoning	M	M2
sipped	F	F2
sir	S	S7.1+/S2.2m
siren	X	X3.2/O3
sirens	X	X3.2/O3
sirloin	F	F1
sis	S	S4f
sister	S	S4f
sister-in-law	S	S4f
sisterhood	S	S2.1f
sisterly	S	S4/S6
sisters-in-law	S	S4f
sit	M	M8
sit-down	M	M8
sitar	K	K2
sitcom	Q	Q4.3
site	M	M7
site-centric	M	M7
siting	M	M6
sitter	S	S8+/S4/S2mf
sitters	S	S8+/S4/S2mf
sitting	M	M8
situate	M	M6
situated	M	M6
situation	A	A3
six	N	N1
six-and-a-half	N	N1
six-month	T	T1.3
six-monthly	N	N6
six-pack	O	O2/F2
six-week	T	T1.3
six-year	T	T1.3
six/seven	N	N1
sixpence	I	I1
sixpenny	I	I1
sixteen-year-old	T	T3-/S2mf
sixteen-year-olds	T	T3-/S2mf
sixth	N	N1
sixties	T	T1.3
sixtieth	N	N4
sixty	N	N1
sixty-odd	N	N1
sixty-something	T	T3
sizable	N	N3.2
size	N	N3.2
size-wise	N	N3.2
sizeable	N	N3.2
sized	N	N3.2
sizing	N	N3.2
sizzle	X	X3.2
sizzler	K	K1/Q4.2
skate	K	K5.1
skateboard	K	K5.1/M3
skateboarding	K	K5.1
skated	K	K5.1
skater	K	K5.1/S2mf
skating	K	K5.1
skedaddle	M	M1
skedaddles	M	M1
skeletal	B	B1
skeleton	B	B1
skeptic	A	A5.1-/X2.1
skeptical	A	A5.1-/X2.1
skeptically	A	A5.1-/X2.1
skepticism	A	A5.1-/X2.1
sketchbook	C	C1/Q1.2
sketchbooks	C	C1/Q1.2
sketchpad	C	C1/Q1.2
sketchy	A	A4.2
skew	A	A2.1
skewed	A	A2.1
skewer	A	A1.1.1
ski	K	K5.1
ski-drive	K	K5.1/M3
ski-ing	K	K5.1
skid	M	M1
skier	K	K5.1/S2mf
skiers	K	K5.1/S2mf
skiier	K	K5.1/S2mf
skiing	K	K5.1
skilful	X	X9.1
skilfully	X	X9.1
skill	X	X9.1
skilled	X	X9.1
skillful	X	X9.1
skills	X	X9.1
skillwise	X	X9.1
skim	A	A1.1.1
skimmed	O	O4.1
skimp	A	A1.5.1/N5
skimped	A	A1.5.1/N5
skimpily	N	N5
skimpy	N	N5
skincare	B	B4
skinflint	S	S1.2.2
skinhead	E	E3-/S2mf
skinheads	E	E3-/S2mf
skinned	B	B1
skinny	B	B1
skint	I	I1.2
skip	M	M1
skipped	A	A1.9
skipper	M	M4/S2mf
skipping	M	M1
skirmish	S	S8
skirt	B	B5
skirted	M	M1
skirting	M	M1
skirts	B	B5
skit	K	K4
skits	K	K4
skitter	M	M1
skittering	M	M1
skittish	E	E6
skittle	O	O2/K5.2
skittles	K	K5.2
skive	A	A1.9
skivery	A	A1.9
skivvy	S	S7.1
skulduggery	G	G2.2
skulk	M	M1
skulking	M	M1
skull	B	B1
skulls	B	B1
skunk	L	L2
sky-high	N	N3.7
skylarking	E	E4.1
skylight	H	H2
skylights	H	H2
skyline	W	W3
skyrocketed	N	N5+++/A2.1
skyscraper	H	H1
sl	Z	Z5
slab	O	O2
slack	O	O4.4
slacken	X	X5.2
slackening	X	X5.2
slackly	O	O4.5
slackness	X	X5.2
slag	O	O1
slagging	Q	Q2.2
slain	L	L1
slalom	K	K5.1
slam	A	A1.1.1
